"id","code","name"
gtin_23190000,"23190000","Mezcladores y sus partes y accesorios"
gtin_23191000,"23191000","Mezcladores por tandas"
gtin_23191001,"23191001","Mezcladora cambiadora "
gtin_23191002,"23191002","Mezcladora de cuchilla helicoidal"
gtin_23191003,"23191003","Mezcladora con doble brazo amasador"
gtin_23191004,"23191004","Mezcladoras intensivas"
gtin_23191005,"23191005","Mezcladoras de rodillo"
gtin_23191006,"23191006","Mezcladora de arena"
gtin_23191100,"23191100","Mezcladores continuos"
gtin_23191101,"23191101","Mezcladora de tornillo sencillo"
gtin_23191102,"23191102","Mezcladora de tornillo doble"
gtin_23191200,"23191200","Piezas de mezcladora y accesorios"
gtin_23191201,"23191201","Rastrillos de mezcladora"
gtin_23191202,"23191202","Cuchillas de mezcladora"
gtin_23200000,"23200000","Equipamiento para transferencia de masa"
gtin_23201000,"23201000","Sistemas de contacto líquido gas"
gtin_23201001,"23201001","Columnas de placa"
gtin_23201002,"23201002","Columnas cargadas"
gtin_23201003,"23201003","Contacto de líquido disperso"
gtin_23201004,"23201004","Columna de pared mojada"
gtin_23201005,"23201005","Columnas de burbuja"
gtin_23201006,"23201006","Columna de destilación"
gtin_23201007,"23201007","Columna cargada de destilación"
gtin_23201008,"23201008","Bandeja de destilación"
gtin_23201100,"23201100","Absorción e intercambio de iones"
gtin_23201101,"23201101","Recipiente absorbente"
gtin_23201102,"23201102","Recipiente absorbente a presión ambiental"
gtin_23201200,"23201200","Equipo de secado industrial"
gtin_23201201,"23201201","Secadores atomizadores"
gtin_23201202,"23201202","Secadores de aire"
gtin_23201203,"23201203","Secadores de lecho fluido"
gtin_23201204,"23201204","Equipo para el secado de comida"
gtin_23210000,"23210000","Maquinaria de fabricación electrónica, equipo y accesorios"
gtin_23211000,"23211000","Maquinaria de ensamblaje electrónico y equipo de soporte"
gtin_23211001,"23211001","Colocadores de chips"
gtin_23211002,"23211002","Maquinaria suministradora de pegamento"
gtin_23211003,"23211003","Maquina de inserción de terminales"
gtin_23211100,"23211100","Maquinaria de procesamiento y fabricación electrónica"
gtin_23211101,"23211101","Sistemas de procesamiento de semiconductores"
gtin_23211102,"23211102","Máquina para hacer tarjetas de circuitos impresos"
gtin_23211103,"23211103","Pegador de alambre al wafer"
gtin_23211104,"23211104","Monitor de inspección de chip semiconductor"
gtin_23211105,"23211105","Dispositivo para sellar porosidad o impregnación de vacío"
gtin_23211106,"23211106","Implantador de iones"
gtin_23220000,"23220000","Equipo y maquinaria de procesamiento de pollos"
gtin_23221000,"23221000","Equipo y maquinaria del departamento de recepción"
gtin_23221001,"23221001","Sistema de descarga de jaulas"
gtin_23221002,"23221002","Lavador de jaulas"
gtin_23221100,"23221100","Equipo y maquinaria del departamento de matanza y desplumamiento"
gtin_23221101,"23221101","Aturdidor"
gtin_23221102,"23221102","Máquina desplumadora de pollos"
gtin_23221200,"23221200","Equipo y maquinaria del departamento de eviscerado"
gtin_23221201,"23221201","Cortador de aves"
gtin_23230000,"23230000","Equipo y maquinaria de procesamiento de madera y aserrado"
gtin_23231000,"23231000","Descortezadoras y accesorios"
gtin_23231001,"23231001","Portaherramientas"
gtin_23231002,"23231002","Herramienta de carburo"
gtin_23231100,"23231100","Sierras de cinta y accesorios"
gtin_23231101,"23231101","Rueda de sierra de cinta"
gtin_23231102,"23231102","Guía de sierra"
gtin_23231200,"23231200","Sierras circulares y accesorios"
gtin_23231201,"23231201","Espaciador de sierra"
gtin_23231202,"23231202","Eje de sierra"
gtin_23231300,"23231300","Canteadoras"
gtin_23231301,"23231301","Rodillo alimentador"
gtin_23231302,"23231302","Rodillo de sujeción"
gtin_23231400,"23231400","Sierras de recorte y accesorios"
gtin_23231401,"23231401","Guía de alineación de la madera"
gtin_23231402,"23231402","Sierra cero"
gtin_23231500,"23231500","Clasificadoras de maderos y accesorios"
gtin_23231501,"23231501","Barras portasierra"
gtin_23231502,"23231502","Eslinga de contenedor"
gtin_23231600,"23231600","Apiladoras de maderos y accesorios"
gtin_23231601,"23231601","Soporte de reborde"
gtin_23231602,"23231602","Rodillo de terminación"
gtin_23231700,"23231700","Secaderos de madera y equipo y accesorios"
gtin_23231701,"23231701","Deflector"
gtin_23231800,"23231800","Troceadoras de madera y accesorios"
gtin_23231801,"23231801","Fijador de cuchilla"
gtin_23231900,"23231900","Cepilladoras y accesorios"
gtin_23231901,"23231901","Lecho base"
gtin_23231902,"23231902","Placa trasera"
gtin_23231903,"23231903","Guía refrigerada por agua"
gtin_23232000,"23232000","Terminadoras de madera y accesorios"
gtin_23232001,"23232001","Porta cuchillas"
gtin_23232100,"23232100","Sierras retestadoras y accesorios"
gtin_23232101,"23232101","Soporte guía ajustable"
gtin_23232200,"23232200","Empalmadoras por entalladura múltiple y accesorios"
gtin_23232201,"23232201","Boquilla de pegamento"
gtin_23240000,"23240000","Maquinaria y accesorios para cortar metales"
gtin_23241400,"23241400","Máquinas rectificadoras de metales"
gtin_23241401,"23241401","Rectificador de banco"
gtin_23241402,"23241402","Máquina de rectificar superficies"
gtin_23241403,"23241403","Maquina de rectificación interna"
gtin_23241404,"23241404","Maquina de rectificación externa"
gtin_23241405,"23241405","Maquina de rectificación sin centro"
gtin_23241406,"23241406","Maquina ultrasónica"
gtin_23241407,"23241407","Máquina de rectificación cilíndrica"
gtin_23241408,"23241408","Máquina de rectificación de cuchillo"
gtin_23241409,"23241409","Máquina de rectificación de perfil óptico"
gtin_23241410,"23241410","Máquina de rectificación de tornillo sinfín"
gtin_23241411,"23241411","Máquina pulidora"
gtin_23241500,"23241500","Máquinas cortadoras de metales"
gtin_23241501,"23241501","Equipo de maquinado abrasivo a chorro"
gtin_23241502,"23241502","Máquina electromecánica ecm"
gtin_23241503,"23241503","Máquina de cortado con llama"
gtin_23241504,"23241504","Herramienta de corte de engranajes"
gtin_23241505,"23241505","Máquina láser para cortar"
gtin_23241506,"23241506","Máquina de corte plasma"
gtin_23241507,"23241507","Máquina de aserrado y corte"
gtin_23241508,"23241508","Máquina de corte con chorro de agua"
gtin_23241509,"23241509","Máquina de sierra de banda para metal"
gtin_23241510,"23241510","Máquina cizalladora de metal"
gtin_23241511,"23241511","Máquina para hacer roscas"
gtin_23241600,"23241600","Herramientas cortadoras de metales"
gtin_23241601,"23241601","Herramienta perforador"
gtin_23241602,"23241602","Punzón"
gtin_23241603,"23241603","Máquina para avellanado"
gtin_23241605,"23241605","Carburo de perforación"
gtin_23241606,"23241606","Taladros de acero de alta velocidad"
gtin_23241608,"23241608","Cortador de quemador "
gtin_23241609,"23241609","Cuchillos y biseles"
gtin_23241610,"23241610","Cortador de tubos"
gtin_23241611,"23241611","Escariador"
gtin_23241612,"23241612","Cortador de formas"
gtin_23241613,"23241613","Cortador de cepillado"
gtin_23241614,"23241614","Fresadora sólida"
gtin_23241615,"23241615","Grifos"
gtin_23241616,"23241616","Cortador de cable o alambre"
gtin_23241617,"23241617","Escariador de hoyos para pines"
gtin_23241618,"23241618","Escariador alineador de hoyos"
gtin_23241619,"23241619","Escariador de tubos"
gtin_23241620,"23241620","Escariador de concha"
gtin_23241621,"23241621","Cuchilla de sierra de varilla"
gtin_23241622,"23241622","Cortador de ángulo sencillo"
gtin_23241623,"23241623","Fresadora lateral"
gtin_23241624,"23241624","Fresadora cilíndrica plana"
gtin_23241625,"23241625","Fresadora de concha para extremos"
gtin_23241626,"23241626","Cortador convexo"
gtin_23241627,"23241627","Cortador cóncavo"
gtin_23241628,"23241628","Cortador redondeador de esquinas"
gtin_23241629,"23241629","Sierra para hacer ranuras en metal"
gtin_23241630,"23241630","Cortador de ranuras en t"
gtin_23241631,"23241631","Cortador de asiento woodruff"
gtin_23241632,"23241632","Cortador de cola de milano"
gtin_23241633,"23241633","Cortador conformador de engranajes"
gtin_23241634,"23241634","Taladro largo"
gtin_23241635,"23241635","Taladro de precisión"
gtin_23241636,"23241636","Taladros de herrero"
gtin_23241637,"23241637","Taladro de hoyo profundo"
gtin_23241638,"23241638","Cortador de hoyos con punta de carburo"
gtin_23241639,"23241639","Taladro de huso"
gtin_23241640,"23241640","Taladro multi – pasos"
gtin_23241641,"23241641","Taladro multi paso hex"
gtin_23241642,"23241642","Roscadora de velocidad"
gtin_23241643,"23241643","Escariador largo"
gtin_23241644,"23241644","Láser de dióxido de carbono"
gtin_23241645,"23241645","Escariador limador de precisión de agujeros"
gtin_23241646,"23241646","Escariador ajustable"
gtin_23241647,"23241647","Escariador cónico de agujero de precisión"
gtin_23241700,"23241700","Máquinas rebabadoras de metales"
gtin_23241701,"23241701","Maquina de granallado"
gtin_23241702,"23241702","Máquina rebabadora de energía térmica "
gtin_23241703,"23241703","Máquina de terminado vibradora o de barril"
gtin_23241800,"23241800","Máquinas taladradoras de metales"
gtin_23241801,"23241801","Taladro radial o prensa de taladro "
gtin_23241802,"23241802","Taladro de segmentos"
gtin_23241803,"23241803","Taladro de cañón"
gtin_23241804,"23241804","Taladro controlado numéricamente"
gtin_23241805,"23241805","Máquina de taladro de mesa rotativa"
gtin_23241806,"23241806","Máquina de taladro de múltiples cabezas de huso"
gtin_23241807,"23241807","Máquina de taladro de brazo radial"
gtin_23241808,"23241808","Máquina de taladro de hoyo profundo"
gtin_23241809,"23241809","Máquina de taladro de banco"
gtin_23241900,"23241900","Máquinas perforadoras de metales"
gtin_23241901,"23241901","Máquina perforadora original"
gtin_23241902,"23241902","Máquina perforadora con plantilla"
gtin_23241903,"23241903","Máquinas para dar formas al metal"
gtin_23241904,"23241904","Máquinas para dar formas internas al metal"
gtin_23241905,"23241905","Máquinas para dar formas al metal en la superficie"
gtin_23241906,"23241906","Máquina perforadora vertical"
gtin_23242100,"23242100","Accesorios para máquinas de cortar metales"
gtin_23242101,"23242101","Cortadora de barras o varillas"
gtin_23242102,"23242102","Soporte de electrodos"
gtin_23242103,"23242103","Relieve de forma"
gtin_23242104,"23242104","Herramientas o brocas de formado"
gtin_23242105,"23242105","Inserto indexable"
gtin_23242106,"23242106","Cuerpos o soportes de herramientas indexables"
gtin_23242107,"23242107","Inserto de carburo"
gtin_23242108,"23242108","Inserto de cerámica"
gtin_23242109,"23242109","Inserto de diamante"
gtin_23242110,"23242110","Inserto de acero"
gtin_23242111,"23242111","Torreta de torno"
gtin_23242112,"23242112","Cuchilla de sierra de banda para cortar metal"
gtin_23242113,"23242113","Cuchilla de sierra circular para cortar metal"
gtin_23242114,"23242114","Soportes firmes"
gtin_23242115,"23242115","Tailstock"
gtin_23242116,"23242116","Anexo de máquina de enroscado"
gtin_23242117,"23242117","Anexo de máquina de hacer roscas"
gtin_23242118,"23242118","Herramienta de moleteado"
gtin_23242119,"23242119","Broca de torno"
gtin_23242120,"23242120","Base de tabla de máquina"
gtin_23242200,"23242200","Máquinas para fabricación de engranajes"
gtin_23242201,"23242201","Generador de engranajes biselados"
gtin_23242202,"23242202","Máquina talladora de engranajes"
gtin_23242203,"23242203","Máquina para el perfeccionamiento de engranajes"
gtin_23242204,"23242204","Máquinas de volteado de engranajes"
gtin_23242205,"23242205","Máquina para dar forma a engranajes"
gtin_23242206,"23242206","Máquina de cepillado"
gtin_23242207,"23242207","Máquina pulidora de engranajes"
gtin_23242208,"23242208","Máquina para biselar los dientes de engranajes"
gtin_23242300,"23242300","Tornos y centros de torneado"
gtin_23242301,"23242301","Máquina  automática de barra"
gtin_23242302,"23242302","Torno o máquina sujetadora automática"
gtin_23242303,"23242303","Centro giratorio horizontal"
gtin_23242304,"23242304","Torno para duplicar contornos o trazadora"
gtin_23242305,"23242305","Torno de torreta"
gtin_23242306,"23242306","Centro giratorio vertical"
gtin_23242307,"23242307","Tornillo de avance"
gtin_23242308,"23242308","Máquina centradora"
gtin_23242400,"23242400","Centros de maquinado"
gtin_23242401,"23242401","Centro maquinado horizontal"
gtin_23242402,"23242402","Centro maquinado universal o multi - tarea"
gtin_23242403,"23242403","Centro maquinado vertical"
gtin_23242500,"23242500","Máquinas para el fresado de metales"
gtin_23242501,"23242501","Máquina fresadora de lecho"
gtin_23242502,"23242502","Máquina fresadora de puente"
gtin_23242503,"23242503","Máquina fresadora de columna y rodilla"
gtin_23242504,"23242504","Máquina fresadora de pórtico"
gtin_23242505,"23242505","Máquina fresadora de perfilado y duplicación"
gtin_23242506,"23242506","Máquina fresadora de columna desplazada"
gtin_23242507,"23242507","Máquina fresadora universal"
gtin_23242508,"23242508","Máquina fresadora de copia"
gtin_23242509,"23242509","Máquina fresadora de torreta"
gtin_23242510,"23242510","Máquina fresadora de estilo planeador"
gtin_23242511,"23242511","Máquina fresadora de extremo"
gtin_23242600,"23242600","Maquinas para el cortado de metales especializados o diversos"
gtin_23242601,"23242601","Máquina biseladora"
gtin_23242602,"23242602","Máquina de bruñido"
gtin_23242603,"23242603","Máquina para hacer chaflanes"
gtin_23242604,"23242604","Máquina para lapeado"
gtin_23242605,"23242605","Máquina pulidora de metal"
gtin_23242606,"23242606","Máquina de procesamiento en capas delgadas"
gtin_23242607,"23242607","Máquina de súper  - terminado"
gtin_23242608,"23242608","Preseteador de herramientas"
gtin_23242609,"23242609","Máquina para perfeccionado"
gtin_23242610,"23242610","Maquina de dimensionamiento de hoyos de diamante"
gtin_23242611,"23242611","Máquina para hacer bordes"
gtin_23242612,"23242612","Máquina para grabado de metales"
gtin_23242613,"23242613","Máquina para hacer tornillos hembra"
gtin_23242614,"23242614","Máquina para hacer llavería"
gtin_23242615,"23242615","Máquina para hacer surcos en metal"
gtin_23242700,"23242700","Maquinaria para molinos de tubos"
gtin_23242701,"23242701","Máquina para hacer componentes tubulares doblados"
gtin_23242702,"23242702","Máquina para hacer componentes tubulares soldados"
gtin_23250000,"23250000","Maquinaria y accesorios para el formado de metales"
gtin_23251500,"23251500","Maquinaria para tubulares doblados"
gtin_23251501,"23251501","Freno de prensa hidráulica"
gtin_23251502,"23251502","Freno de prensa manual"
gtin_23251503,"23251503","Máquina para el doblado de metal"
gtin_23251504,"23251504","Doblador de tangentes"
gtin_23251505,"23251505","Máquina dobladora de tubos"
gtin_23251506,"23251506","Terminador de puntas de tubos"
gtin_23251507,"23251507","Doblador de alas"
gtin_23251508,"23251508","Máquina dobladora de barras de acero"
gtin_23251509,"23251509","Máquina para reducir diámetro de alambres"
gtin_23251600,"23251600","Máquinas para enrollado de metales"
gtin_23251601,"23251601","Máquina enrolladora de hebras"
gtin_23251602,"23251602","Máquina para el formado de láminas metálicas"
gtin_23251603,"23251603","Prensa de rodillos"
gtin_23251700,"23251700","Máquinas de forjado"
gtin_23251701,"23251701","Prensa de forja de cizalla"
gtin_23251702,"23251702","Prensa de forja de impresión y troquel cerrado"
gtin_23251703,"23251703","Prensa de forja de troquel abierto"
gtin_23251704,"23251704","Máquinas de forjado radial"
gtin_23251705,"23251705","Máquina de forjado rollo"
gtin_23251706,"23251706","Rebabas giratorias"
gtin_23251707,"23251707","Prensa de recortado"
gtin_23251708,"23251708","Máquina de forjado de alta velocidad"
gtin_23251709,"23251709","Máquina de forjado de martillo de aire"
gtin_23251710,"23251710","Máquina de forjado de martillo de resorte"
gtin_23251711,"23251711","Máquina de forjado de martillo a vapor"
gtin_23251712,"23251712","Máquina de forjado de martillo de caída"
gtin_23251713,"23251713","Máquina de forjado de terminaciones prensadas"
gtin_23251714,"23251714","Forja de compresión o prensa de manivela"
gtin_23251800,"23251800","Troqueles y herramientas para el formado de metales"
gtin_23251801,"23251801","Troquel de doblado"
gtin_23251802,"23251802","Troquel de corte"
gtin_23251803,"23251803","Troquel de fundición a presión"
gtin_23251804,"23251804","Troquel de terminado de bordes"
gtin_23251805,"23251805","Troquel de forja"
gtin_23251806,"23251806","Troquel de extrusión de metal"
gtin_23251807,"23251807","Sello de metal"
gtin_23251808,"23251808","Mandril para el doblado de tubos"
gtin_23251809,"23251809","Troquel giratorio"
gtin_23251810,"23251810","Troquel de estampado"
gtin_23251811,"23251811","Troquel de regla de acero"
gtin_23251812,"23251812","Troquel de roscado"
gtin_23251813,"23251813","Troquel de cableado"
gtin_23251814,"23251814","Troquel de dibujo"
gtin_23251900,"23251900","Maquinaria y equipo para la fabricación de contenedores de metal"
gtin_23251901,"23251901","Alimentador de láminas de metal"
gtin_23260000,"23260000","Maquinaria y accesorios para hacer prototipos rápidos"
gtin_23261500,"23261500","Máquinas para prototipos rápidos"
gtin_23261501,"23261501","Máquina de modelado  por deposición con fusible fdm"
gtin_23261502,"23261502","Máquina de método de chorro de tinta"
gtin_23261503,"23261503","Máquina para la manufactura de objeto laminado"
gtin_23261504,"23261504","Máquina láser para la formación de polvo"
gtin_23261505,"23261505","Máquina láser selectiva de sinterización"
gtin_23261506,"23261506","Máquina de estero – litografía"
gtin_23261507,"23261507","Máquina impresora tridimensional"
gtin_23270000,"23270000","Maquinaria y accesorios y suministros para soldadura de todas las clases"
gtin_23271400,"23271400","Máquinas soldadoras"
gtin_23271401,"23271401","Máquina para soldadura arco sumergida"
gtin_23271402,"23271402","Máquina de soldadura ultrasónica"
gtin_23271403,"23271403","Máquina de soldadura de proyección"
gtin_23271404,"23271404","Máquina de soldadura arco plasma"
gtin_23271405,"23271405","Máquina de soldadura láser"
gtin_23271406,"23271406","Máquina de soldadura aislada"
gtin_23271407,"23271407","Máquina de soldadura de gas inerte de tungsteno"
gtin_23271408,"23271408","Máquina de soldadura de gas inerte de metal"
gtin_23271409,"23271409","Máquina de soldadura de barra o soldadura arco metálico protegida"
gtin_23271410,"23271410","Rectificador de soldadura"
gtin_23271411,"23271411","Soldadura plástica"
gtin_23271412,"23271412","Soldadura termita"
gtin_23271413,"23271413","Máquina de soldadura de rayo electrón ebw"
gtin_23271414,"23271414","Máquina de soldadura electro escoria esw"
gtin_23271415,"23271415","Máquina de soldadura de contacto o presión fría"
gtin_23271416,"23271416","Máquina de soldadura de fricción fw"
gtin_23271417,"23271417","Máquina de soldadura con estaño"
gtin_23271418,"23271418","Máquina de soldadura por junta eléctrica"
gtin_23271419,"23271419","Soldadura con recalado"
gtin_23271420,"23271420","Soldadura de cordón"
gtin_23271421,"23271421","Soldadura de cuchilla de sierra de banda"
gtin_23271422,"23271422","Soldadura de montantes o soldadura arco de montantes"
gtin_23271423,"23271423","Soldadura de arco de corriente alterna ac"
gtin_23271424,"23271424","Soldadura de arco de corriente directa dc"
gtin_23271500,"23271500","Maquinaria de soldadura fuerte"
gtin_23271501,"23271501","Máquina de soldadura fuerte para hornos"
gtin_23271502,"23271502","Máquina de soldadura fuerte por inducción"
gtin_23271600,"23271600","Maquinaria de soldadura débil"
gtin_23271601,"23271601","Máquina de soldadura débil para hornos"
gtin_23271602,"23271602","Máquina de soldadura por inducción"
gtin_23271603,"23271603","Hierro de soldadura débil"
gtin_23271604,"23271604","Máquina de soldadura de onda"
gtin_23271605,"23271605","Horno de reflujo"
gtin_23271606,"23271606","Máquina de soldadura débil selectiva"
gtin_23271607,"23271607","Máquina automática de soldadura débil"
gtin_23271700,"23271700","Accesorios para soldar, soldadura fuerte y soldadura débil"
gtin_23271701,"23271701","Soplete"
gtin_23271702,"23271702","Soplete grande"
gtin_23271703,"23271703","Anillo de soldadura"
gtin_23271704,"23271704","Pistola para des – soldar"
gtin_23271705,"23271705","Bomba para des – soldar"
gtin_23271706,"23271706","Punta para des – soldar"
gtin_23271707,"23271707","Aparato para soldar o soldar fuerte o cortar  gas"
gtin_23271708,"23271708","Barra indicadora de temperatura"
gtin_23271709,"23271709","Generador de soldadura"
gtin_23271710,"23271710","Lima limpiadora de soldadura o soldadura fuerte"
gtin_23271711,"23271711","Punta de soldadura o corte"
gtin_23271712,"23271712","Kit de soldadura  o soldadura débil"
gtin_23271713,"23271713","Manipulador y posicionador de soldadura"
gtin_23271714,"23271714","Pantalla de soldadura"
gtin_23271715,"23271715","Cuchilla perfiladora de punta de soldadura"
gtin_23271716,"23271716","Accesorios de perfilación de punta de soldadura"
gtin_23271717,"23271717","Supresor de retorno"
gtin_23271718,"23271718","Protector para soldadura"
gtin_23271800,"23271800","Suministros para soldar, soldadura fuerte y soldadura débil"
gtin_23271801,"23271801","Espray anti – salpicaduras"
gtin_23271802,"23271802","Fundente de soldadura fuerte"
gtin_23271803,"23271803","Desoldador de trenza"
gtin_23271804,"23271804","Varilla de soldadura fuerte o soldadura de gas"
gtin_23271805,"23271805","Polvo de hierro"
gtin_23271806,"23271806","Cautín"
gtin_23271807,"23271807","Fluido de soldadura"
gtin_23271808,"23271808","Fundente de soldadura débil"
gtin_23271809,"23271809","Pinta de soldadura"
gtin_23271810,"23271810","Electrodo de soldadura"
gtin_23271811,"23271811","Fundente de soldadura"
gtin_23271812,"23271812","Barra de soldadura"
gtin_23271813,"23271813","Alambre de soldadura"
gtin_23271814,"23271814","Electrodo de corte"
gtin_23271815,"23271815","Barra de cautín"
gtin_23271816,"23271816","Pasta de cautín"
gtin_23271817,"23271817","Polvo de cautín"
gtin_23271818,"23271818","Alambre de cautín"
gtin_23271819,"23271819","Fundente de unión de metal"
gtin_23271820,"23271820","Estabilizador de humedad de electrodo de soldadura"
gtin_23271821,"23271821","Soplete de soldadura"
gtin_23280000,"23280000","Maquinaria para el tratamiento de metal"
gtin_23281500,"23281500","Máquinas para recubrir o platear"
gtin_23281501,"23281501","Máquina anodizdora"
gtin_23281502,"23281502","Máquina de baño electrolítico"
gtin_23281503,"23281503","Máquina de rociado térmico"
gtin_23281504,"23281504","Máquina de plateado de barril"
gtin_23281600,"23281600","Máquinas para tratamiento de calor"
gtin_23281601,"23281601","Máquina de inducción de calentamiento"
gtin_23281602,"23281602","Máquina de enfriamiento rápido"
gtin_23281603,"23281603","Horno para endurecimiento durante tratamiento de calor"
gtin_23281700,"23281700","Máquinas para tratamiento mecánico de superficie"
gtin_23281701,"23281701","Máquina de revestimiento"
gtin_23281702,"23281702","Máquina de perdigonado"
gtin_23281703,"23281703","Máquina de arena (sand blast)"
gtin_23281704,"23281704","Máquina de electro descarga para endurecimiento de superficies"
gtin_23281800,"23281800","Accesorios y herramientas para el tratamiento de metal"
gtin_23281801,"23281801","Parrilla de galvanoplastia"
gtin_23281802,"23281802","Parrilla de deposición de calor físico"
gtin_23281900,"23281900","Maquinaria y suministros para la limpieza del metal"
gtin_23281901,"23281901","Limpiador electroquímico de metal"
gtin_23281902,"23281902","Limpiador químico de metal"
gtin_23281903,"23281903","Limpiador de metal mecánico o ultrasónico"
gtin_23281904,"23281904","Equipo de lavado y limpiado acuoso"
gtin_23281905,"23281905","Equipo de desengrase térmico"
gtin_23290000,"23290000","Herramientas de maquinado industrial"
gtin_23291500,"23291500","Herramientas de perforación industrial"
gtin_23291501,"23291501","Taladro soldado"
gtin_23291502,"23291502","Taladro de parte superior o frontal intercambiable"
gtin_23291503,"23291503","Taladro de inserto indexable"
gtin_23291504,"23291504","Molino de parte superior o frontal intercambiable"
gtin_23291600,"23291600","Herramientas de molienda industrial"
gtin_23291601,"23291601","Inserto de molienda"
gtin_23291700,"23291700","Herramientas de escariado industrial"
gtin_23291701,"23291701","Cuchilla de escariador"
gtin_23291702,"23291702","Escariador soldado"
gtin_23291703,"23291703","Escariador sólido"
gtin_23291704,"23291704","Escariador indexable"
gtin_23291800,"23291800","Herramientas de roscado industrial"
gtin_23291801,"23291801","Soporte de roscado axial"
gtin_23291802,"23291802","Soporte de roscado externo"
gtin_23291803,"23291803","Soporte de roscado interno"
gtin_23291804,"23291804","Inserto de roscado"
gtin_23291900,"23291900","Herramientas de barrenado industrial"
gtin_23291901,"23291901","Cabeza de perforación"
gtin_23291902,"23291902","Herramienta de perforación burda"
gtin_23300000,"23300000","Maquinaria y equipo para cable"
gtin_23301500,"23301500","Maquinaria, equipos y accesorios para el trabajo de alambre"
gtin_23301501,"23301501","Equipo para cortado de cable y alambre y ensamble de terminales"
gtin_24000000,"24000000","Maquinaria, Accesorios y Suministros para Manejo, Acondicionamiento y Almacenamiento de Materiales"
gtin_24100000,"24100000","Maquinaria y equipo para manejo de materiales"
gtin_24101500,"24101500","Camiones industriales"
gtin_24101501,"24101501","Carretas"
gtin_24101502,"24101502","Vehículos de transporte a grane"
gtin_24101503,"24101503","Vehículo dolly"
gtin_24101504,"24101504","Carretones de mano o accesorios"
gtin_24101505,"24101505","Camiones de pallets"
gtin_24101506,"24101506","Carretas de empujar"
gtin_24101507,"24101507","Carretillas"
gtin_24101508,"24101508","Plataformas rodantes"
gtin_24101509,"24101509","Vagones"
gtin_24101510,"24101510","Contenedor de basura plástico"
gtin_24101511,"24101511","Trolleys de estante"
gtin_24101512,"24101512","Bugies eléctricos"
gtin_24101513,"24101513","Remolcador"
gtin_24101514,"24101514","Camión plataforma"
gtin_24101515,"24101515","Camión pórtico"
gtin_24101516,"24101516","Plataforma auto propulsada"
gtin_24101517,"24101517","Tractor de remolque eléctrico"
gtin_24101600,"24101600","Equipo de izaje y accesorios"
gtin_24101601,"24101601","Ascensores"
gtin_24101602,"24101602","Montacargas"
gtin_24101603,"24101603","Elevadores forklift"
gtin_24101604,"24101604","Elevadores"
gtin_24101605,"24101605","Equipo de carga"
gtin_24101606,"24101606","Apiladoras"
gtin_24101608,"24101608","Malacates o güinches"
gtin_24101609,"24101609","Inclinadores"
gtin_24101610,"24101610","Manipuladores"
gtin_24101611,"24101611","Eslingas"
gtin_24101612,"24101612","Gatos"
gtin_24101613,"24101613","Bloques o poleas"
gtin_24101614,"24101614","Sacos de aire para cargar"
gtin_24101615,"24101615","Rampas de carga"
gtin_24101616,"24101616","Dispositivo debajo de gancho"
gtin_24101617,"24101617","Elevador de tijera"
gtin_24101618,"24101618","Instalador de tuberías"
gtin_24101619,"24101619","Puentes grúas"
gtin_24101620,"24101620","Camión grúas"
gtin_24101621,"24101621","Grúas todo terreno"
gtin_24101622,"24101622","Grúas para terrenos difíciles"
gtin_24101623,"24101623","Torre grúas"
gtin_24101624,"24101624","Grúas hidráulicas sobre camión"
gtin_24101625,"24101625","Camión grúas convencionales"
gtin_24101626,"24101626","Escaleras mecánicas o cintas rodantes"
gtin_24101627,"24101627","Troleys de viga"
gtin_24101628,"24101628","Horquillas ajustables"
gtin_24101629,"24101629","Accesorios o suministros de elevador forklift o transportador vertical"
gtin_24101630,"24101630","Grúas de taller"
gtin_24101631,"24101631","Tazas de succión"
gtin_24101632,"24101632","Izajes laterales"
gtin_24101633,"24101633","Tambores de elevación"
gtin_24101634,"24101634","Sacos de cadena"
gtin_24101635,"24101635","Gatos de tornillo"
gtin_24101636,"24101636","Bolsas de contrapeso y contrapesos"
gtin_24101637,"24101637","Eslinga de material de nylon"
gtin_24101638,"24101638","Eslinga de cuerda"
gtin_24101639,"24101639","Molinete"
gtin_24101640,"24101640","Unidad de engranaje transversal"
gtin_24101641,"24101641","Grillete"
gtin_24101642,"24101642","Grúa flotante"
gtin_24101643,"24101643","Trolly de lavado y secado"
gtin_24101644,"24101644","Ascensor de cocina"
gtin_24101645,"24101645","Grúa sobre orugas"
gtin_24101646,"24101646","Grúa ferroviaria"
gtin_24101647,"24101647","Almeja para izaje de material"
gtin_24101648,"24101648","Almeja para izaje de placas"
gtin_24101649,"24101649","Grúa güinche"
gtin_24101650,"24101650","Guy derrick"
gtin_24101651,"24101651","Cabrestante"
gtin_24101652,"24101652","Grúa de mástil"
gtin_24101653,"24101653","Puentegrúa"
gtin_24101654,"24101654","Grúa gantry o de pórtico"
gtin_24101655,"24101655","Sistema de parqueadero vertical"
gtin_24101656,"24101656","Grúa halada por tractor"
gtin_24101657,"24101657","Grúa montada sobre tractor"
gtin_24101658,"24101658","Imán de izaje"
gtin_24101659,"24101659","Gato o dolly móvil vertical"
gtin_24101660,"24101660","Elevador de baterías"
gtin_24101661,"24101661","Elevador de vehículo"
gtin_24101662,"24101662","Cubierta de güinche"
gtin_24101700,"24101700","Transportadores y accesorios"
gtin_24101701,"24101701","Rodillo transportador"
